,abstract,link4download,links,num_citations,num_downloads_cu,publication_date,title,venue
10,"DDoS (Distributed Denial of Service) attack is one of the most used DoS (Denial of Service) attack. It is a distributed attack in which an attacker uses a multitude of compromised computers to attack a single target. Those compromised computers that actually execute the attack are called botnet. To hide their identity, the attacker usually uses a third-party server to control and send attack command to bots, this kind of server is called C&C (command & control) server. The detection of C&C sessions is a strong proof of botnet detection and early detection of DDoS attacks as C&C connections occur before a DDoS attack. Network traffic analysis is an effective method to detect C&C sessions as it is hard to avoid encrypting the payload or change command code. We consider a new feature vector with 55 features, and use a random forest algorithm to build the classifier. Random forest is an ensemble of classifiers that can deal with high-dimension problems. In fact, it can also calculate the importance of features that will help us find the key features responsible for the detection of C&C sessions. Experimental results show that our approach has better performance on C&C session detection.",https://dl.acm.org/ft_gateway.cfm?id=3022260&ftid=1843773&dwn=1&CFID=160864435&CFTOKEN=c2c713ca164e64e2-09C23F89-E07A-49C7-D508CF0C99C1F49B,https://dl.acm.org/citation.cfm?id=3022260&preflayout=flat,1.0,163,January 2017,C&C session detection using random forest,IMCOM '17: Proceedings of the 11th International Conference on Ubiquitous Information Management and Communication
11,"When a P2P system has millions of concurrently active peers, there is the risk that it could serve as a DDoS engine for attacks against a targeted host. In this paper we describe two approaches to creating a DDoS engine out of a P2P system: the first involves poisoning the distributed index in the peers; the second involves poisoning the routing tables in the peers. For both approaches, the targeted host does not have to be a participant in the P2P system, and could be a web server, a mail server, or a user's desktop. We then examine these two poisoning attacks in Overnet, a popular DHT-based P2P file-sharing system. By using limited poisoning attacks of short duration on Overnet's indexing and routing tables, we create DDoS attacks against a targeted host. We find that with modest effort, both DDoS attacks can direct significant traffic from diverse peers to the target.",https://dl.acm.org/ft_gateway.cfm?id=1146894&ftid=362323&dwn=1&CFID=160864435&CFTOKEN=c2c713ca164e64e2-09C23F89-E07A-49C7-D508CF0C99C1F49B,https://dl.acm.org/citation.cfm?id=1146894&preflayout=flat,24.0,"1,416",May 2006,Exploiting P2P systems for DDoS attacks,InfoScale '06: Proceedings of the 1st international conference on Scalable information systems
12,"Cybercriminals are learning to harness the power of simpler devices like connected cameras. In September of 2016, Mirai software was used to infect more than 100,000 devices and unleash one of the largest distributed denial-of-service (DDoS) attacks up to that time. After this incident, many people identified multiple large attacks coming from Internet of Things (IoT) devices, like CCTV cameras, and described these attacks as a new trend. A technique to detect whether a signal source is counterfeited in the initial stage of a DDoS attack is important. This paper proposes a method for the quick detection of a spoofed Internet protocol (IP) during a DDoS attack based on a DDoS shelter that is established to defend against DDoS attacks. In order to achieve this goal, we evaluate the number of time-to-live hops in normal traffic as a reference for the bandwidth of each network that is accessible to the DDoS shelter. In this study, we conduct an experiment using cases of actual DDoS attacks. As a result of this experiment, we prove that our proposed method quickly detects a spoofed IP.",https://dl.acm.org/ft_gateway.cfm?id=3185008&ftid=1944712&dwn=1&CFID=160864435&CFTOKEN=c2c713ca164e64e2-09C23F89-E07A-49C7-D508CF0C99C1F49B,https://dl.acm.org/citation.cfm?id=3185008&preflayout=flat,0.0,167,February 2018,Study of detection method for spoofed IP against DDoS attacks,"Personal and Ubiquitous Computing: Volume 22 Issue 1, February 2018"
13,"The security protocols for WLAN such as WEP have fundamental weakness which can be exploited by the attacker to obtain unauthorized access to the wireless networks and generate attacks. In this paper, we propose a security architecture for counteracting denial of service attacks in wireless based network architecture with mobile nodes. We describe the system model and discuss the different cases of attack scenarios involving the mobility of the attacking and victim nodes. We describe how mobile IP protocol in conjunction with our model can be used to deal efficiently with the attacks on mobile nodes.",https://dl.acm.org/ft_gateway.cfm?id=2070445&ftid=1058151&dwn=1&CFID=160864435&CFTOKEN=c2c713ca164e64e2-09C23F89-E07A-49C7-D508CF0C99C1F49B,https://dl.acm.org/citation.cfm?id=2070445&preflayout=flat,0.0,350,November 2011,Counteracting DDoS attacks in WLAN,SIN '11: Proceedings of the 4th international conference on Security of information and networks
14,"Now a day's web services become key aspect of life. Unfortunately there are several threats to these services. These threats are phishing, e-mail borne viruses, Trojan horse programs, Denial of Service etc. Among of them Distributed Denial of Service attack is a strong and more energetic attack on the Internet. Launching of DDoS attack is an explicit attempt to exhaust the resources of server to prevent legitimate users to access services. The common flooding DDoS attacks can be detected and mitigated by some mechanisms easily cause of the characteristics as flow rate, size of attack packets, but still it is difficult to detect and identifies the Low-Rate DoS attack because the attacker periodically send short burst packets which behave as legitimate traffic to the server. The attack is only detected when the server goes down. So an efficient detection system is required which effectively Characterize the legitimate and attack traffic to detect the attack and stop it to mitigate the effect of these sort of threats. In this article we proposed a complete framework for ""Characterization, Detection and Mitigation of Low-Rate DoS Attacks"" which effectively characterize the flows as attack or legitimate, detects the low-rate DoS attack on the basis of characteristics of low rate and mitigate the effect of this by stopping the attack flow near the source. The effectiveness of this approach have validated by simulation in ns-2, with Shell scripting, on a Linux platform.",https://dl.acm.org/ft_gateway.cfm?id=2677924&ftid=1537948&dwn=1&CFID=160864435&CFTOKEN=c2c713ca164e64e2-09C23F89-E07A-49C7-D508CF0C99C1F49B,https://dl.acm.org/citation.cfm?id=2677924&preflayout=flat,0.0,280,October 2014,"Characterization, Detection and Mitigation of Low-Rate DoS attack",ICTCS '14: Proceedings of the 2014 International Conference on Information and Communication Technology for Competitive Strategies
15,"The idea of Internet of Things (IoT) is implanting networked heterogeneous detectors into our daily life. It opens extra channels for information submission and remote control to our physical world. A significant feature of an IoT network is that it collects data from network edges. Moreover, human involvement for network and devices maintenance is greatly reduced, which suggests an IoT network need to be highly self-managed and self-secured. For the reason that the use of IoT is growing in many important fields, the security issues of IoT need to be properly addressed. Among all, Distributed Denial of Service (DDoS) is one of the most notorious attacking behaviors over network which interrupt and block genuine user requests by flooding the host server with huge number of requests using a group of zombie computers via geographically distributed internet connections. DDoS disrupts service by creating network congestion and disabling normal functions of network components, which is even more disruptive for IoT. In this paper, a lightweight defensive algorithm for DDoS attack over IoT network environment is proposed and tested against several scenarios to dissect the interactive communication among different types of network nodes.",https://dl.acm.org/ft_gateway.cfm?id=2872552&ftid=1657396&dwn=1&CFID=160864435&CFTOKEN=c2c713ca164e64e2-09C23F89-E07A-49C7-D508CF0C99C1F49B,https://dl.acm.org/citation.cfm?id=2872552&preflayout=flat,3.0,"1,063",April 2015,Communication security in internet of thing: preventive measure and avoid DDoS attack over IoT network,CNS '15: Proceedings of the 18th Symposium on Communications & Networking
16,"On March 27, 2015, Github witnessed a massive DDoS attack, the largest in Github's history till date. In this incident, browsers and users were used as vectors to launch the attack. In this paper, we analyse such browser-based DDoS attacks and simulate them in a lab environment. Existing browser security policies like Same Origin Policy (SOP), Content Security Policy (CSP) do not mitigate these attacks by design. In this paper we observe that CORP (Cross Origin Request Policy), a browser security policy, can be used to mitigate these attacks. CORP enables a server to control cross-origin interactions initiated by a browser. The browser intercepts the cross-origin requests and blocks unwanted requests by the server. This takes the load off the server to mitigate the attack.",https://dl.acm.org/ft_gateway.cfm?id=3021477&ftid=1828646&dwn=1&CFID=160864435&CFTOKEN=c2c713ca164e64e2-09C23F89-E07A-49C7-D508CF0C99C1F49B,https://dl.acm.org/citation.cfm?id=3021477&preflayout=flat,0.0,163,February 2017,Mitigating Browser-based DDoS Attacks using CORP,ISEC '17: Proceedings of the 10th Innovations in Software Engineering Conference
17,"Distributed denial of service (DDoS) attack is a continuous critical threat to the Internet. Derived from the low layers, new application-layer-based DDoS attacks utilizing legitimate HTTP requests to overwhelm victim resources are more undetectable. The case may be more serious when such attacks mimic or occur during the flash crowd event of a popular Website. Focusing on the detection for such new DDoS attacks, a scheme based on document popularity is introduced. An Access Matrix is defined to capture the spatial-temporal patterns of a normal flash crowd. Principal component analysis and independent component analysis are applied to abstract the multidimensional Access Matrix. A novel anomaly detector based on hidden semi-Markov model is proposed to describe the dynamics of Access Matrix and to detect the attacks. The entropy of document popularity fitting to the model is used to detect the potential application-layer DDoS attacks. Numerical results based on real Web traffic data are presented to demonstrate the effectiveness of the proposed method.",https://dl.acm.org/ft_gateway.cfm?id=1514072&ftid=602592&dwn=1&CFID=160864435&CFTOKEN=c2c713ca164e64e2-09C23F89-E07A-49C7-D508CF0C99C1F49B,https://dl.acm.org/citation.cfm?id=1514072&preflayout=flat,29.0,"2,085",February 2009,Monitoring the application-layer DDoS attacks for popular websites,"IEEE/ACM Transactions on Networking (TON): Volume 17 Issue 1, February 2009"
18,"The Network performance optimization, configuration depends on proper design of complete network. The network layer is primarily concerned with routing. The packets may cross many networks to reach the destination during this process. To achieve its goals, the network layer must know about the topology, communication subnets and the version of the IP addresses used. The present version of IP is version 4 which must communicate with the next generation of IP addresses which is version 6. As both the versions of Internet Protocol must co-exist, we need some mechanisms that can help the transition process run smoothly. The old applications which are still using IP v4 should work smoothly with IP v6. We discuss IPv6 secure tunneling mechanism that has some advantages over the other models. The model discussed here can be used to establish hybrid communications between the two different versions of Internet protocol in both ways.",https://dl.acm.org/ft_gateway.cfm?id=2381758&ftid=1295825&dwn=1&CFID=160864435&CFTOKEN=c2c713ca164e64e2-09C23F89-E07A-49C7-D508CF0C99C1F49B,https://dl.acm.org/citation.cfm?id=2381758&preflayout=flat,0.0,195,September 2012,IP v6 secure tunneling mechanism,CUBE '12: Proceedings of the CUBE International Information Technology Conference
19,"The Internet's Domain Name System (DNS) is a frequent target of Distributed Denial-of-Service (DDoS) attacks, but such attacks have had very different outcomes---some attacks have disabled major public websites, while the external effects of other attacks have been minimal. While on one hand the DNS protocol is relatively simple, the system has many moving parts, with multiple levels of caching and retries and replicated servers. This paper uses controlled experiments to examine how these mechanisms affect DNS resilience and latency, exploring both the client side's DNS user experience, and server-side traffic. We find that, for about 30% of clients, caching is not effective. However, when caches are full they allow about half of clients to ride out server outages that last less than cache lifetimes, caching and retries together allow up to half of the clients to tolerate DDoS attacks longer than cache lifetimes, with 90% query loss, and almost all clients to tolerate attacks resulting in 50% packet loss. While clients may get service during an attack, tail-latency increases for clients. For servers, retries during DDoS attacks increase normal traffic up to 8x. Our findings about caching and retries help explain why users see service outages from some real-world DDoS events, but minimal visible effects from others.",https://dl.acm.org/ft_gateway.cfm?id=3278534&ftid=2012760&dwn=1&CFID=160864435&CFTOKEN=c2c713ca164e64e2-09C23F89-E07A-49C7-D508CF0C99C1F49B,https://dl.acm.org/citation.cfm?id=3278534&preflayout=flat,0.0,209,October 2018,When the Dike Breaks: Dissecting DNS Defenses During DDoS,IMC '18: Proceedings of the Internet Measurement Conference 2018
20,"On March 27, 2015, Github witnessed a massive DDoS attack, the largest in Github's history till date. In this incident, browsers and users were used as vectors to launch the attack. In this paper, we analyse such browser-based DDoS attacks and simulate them in a lab environment. Existing browser security policies like Same Origin Policy (SOP), Content Security Policy (CSP) do not mitigate these attacks by design. In this paper we observe that CORP (Cross Origin Request Policy), a browser security policy, can be used to mitigate these attacks. CORP enables a server to control cross-origin interactions initiated by a browser. The browser intercepts the cross-origin requests and blocks unwanted requests by the server. This takes the load off the server to mitigate the attack.",https://dl.acm.org/ft_gateway.cfm?id=3021477&ftid=1828646&dwn=1&CFID=160864435&CFTOKEN=c2c713ca164e64e2-09C23F89-E07A-49C7-D508CF0C99C1F49B,https://dl.acm.org/citation.cfm?id=3021477&preflayout=flat,0.0,163,February 2017,Mitigating Browser-based DDoS Attacks using CORP,ISEC '17: Proceedings of the 10th Innovations in Software Engineering Conference
21,"With a long history of compromising Internet security, Distributed Denial-of-Service (DDoS) attacks have been intensively investigated and numerous countermeasures have been proposed to defend against them. In this work, we propose a non-standard game-theoretic framework that facilitates evaluation of DDoS attacks and defense. Our framework can be used to study diverse DDoS attack scenarios where multiple layers of protection are deployed and a number of uncertain factors affect the decision making of the players, and it also allows us to model different sophistication levels of reasoning by both the attacker and the defender. We conduct a variety of experiments to evaluate DDoS attack and defense scenarios where one or more layers of defense mechanisms are deployed, and demonstrate that our framework sheds light on the interplay between decision makings of both the attacker and the defender, as well as how they affect the outcomes of DDoS attack and defense games.",https://dl.acm.org/ft_gateway.cfm?id=2382255&ftid=1296285&dwn=1&CFID=160864435&CFTOKEN=c2c713ca164e64e2-09C23F89-E07A-49C7-D508CF0C99C1F49B,https://dl.acm.org/citation.cfm?id=2382255&preflayout=flat,8.0,"1,412",October 2012,Towards a bayesian network game framework for evaluating DDoS attacks and defense,CCS '12: Proceedings of the 2012 ACM conference on Computer and communications security
22,"Cooperative technological solutions for Distributed Denial-of-Service (DDoS) attacks are already available, yet organizations in the best position to implement them lack incentive to do so, and the victims of DDoS attacks cannot find effective methods to motivate them. In this article we discuss two components of the technological solutions to DDoS attacks: cooperative filtering and cooperative traffic smoothing by caching. We then analyze the broken incentive chain in each of these technological solutions. As a remedy, we propose usage-based pricing and Capacity Provision Networks, which enable victims to disseminate enough incentive along attack paths to stimulate cooperation against DDoS attacks.",https://dl.acm.org/ft_gateway.cfm?id=1189745&ftid=405386&dwn=1&CFID=160864435&CFTOKEN=c2c713ca164e64e2-09C23F89-E07A-49C7-D508CF0C99C1F49B,https://dl.acm.org/citation.cfm?id=1189745&preflayout=flat,8.0,"1,746",February 2007,Defeating DDoS attacks by fixing the incentive chain,"ACM Transactions on Internet Technology (TOIT): Volume 7 Issue 1, February 2007"
23,"The Internet's Domain Name System (DNS) is a frequent target of Distributed Denial-of-Service (DDoS) attacks, but such attacks have had very different outcomes---some attacks have disabled major public websites, while the external effects of other attacks have been minimal. While on one hand the DNS protocol is relatively simple, the system has many moving parts, with multiple levels of caching and retries and replicated servers. This paper uses controlled experiments to examine how these mechanisms affect DNS resilience and latency, exploring both the client side's DNS user experience, and server-side traffic. We find that, for about 30% of clients, caching is not effective. However, when caches are full they allow about half of clients to ride out server outages that last less than cache lifetimes, caching and retries together allow up to half of the clients to tolerate DDoS attacks longer than cache lifetimes, with 90% query loss, and almost all clients to tolerate attacks resulting in 50% packet loss. While clients may get service during an attack, tail-latency increases for clients. For servers, retries during DDoS attacks increase normal traffic up to 8x. Our findings about caching and retries help explain why users see service outages from some real-world DDoS events, but minimal visible effects from others.",https://dl.acm.org/ft_gateway.cfm?id=3278534&ftid=2012760&dwn=1&CFID=160864435&CFTOKEN=c2c713ca164e64e2-09C23F89-E07A-49C7-D508CF0C99C1F49B,https://dl.acm.org/citation.cfm?id=3278534&preflayout=flat,0.0,209,October 2018,When the Dike Breaks: Dissecting DNS Defenses During DDoS,IMC '18: Proceedings of the Internet Measurement Conference 2018
24,"The Network performance optimization, configuration depends on proper design of complete network. The network layer is primarily concerned with routing. The packets may cross many networks to reach the destination during this process. To achieve its goals, the network layer must know about the topology, communication subnets and the version of the IP addresses used. The present version of IP is version 4 which must communicate with the next generation of IP addresses which is version 6. As both the versions of Internet Protocol must co-exist, we need some mechanisms that can help the transition process run smoothly. The old applications which are still using IP v4 should work smoothly with IP v6. We discuss IPv6 secure tunneling mechanism that has some advantages over the other models. The model discussed here can be used to establish hybrid communications between the two different versions of Internet protocol in both ways.",https://dl.acm.org/ft_gateway.cfm?id=2381758&ftid=1295825&dwn=1&CFID=160864435&CFTOKEN=c2c713ca164e64e2-09C23F89-E07A-49C7-D508CF0C99C1F49B,https://dl.acm.org/citation.cfm?id=2381758&preflayout=flat,0.0,195,September 2012,IP v6 secure tunneling mechanism,CUBE '12: Proceedings of the CUBE International Information Technology Conference
25,"The ""information warfare"" can hit and completely break down critical IT infrastructure of an organization or a country. Cybercrime has many types, but, in this paper we have focused on DDoS attack into a computer network to spread bots throughout the network. DDoS attack can be used to sabotage a service or as a cover for bots delivery. In this paper an epidemic SIS -- SEIRS model is proposed to represent the propagation of bots in computer network through DDoS attack. A mathematical model is also formulated to represent the dynamism of the members of different compartments of the model. The model provides an epidemic framework consisting of two sub frameworks to represent the internal class of nodes and external class of nodes. Numerical methods are employed to solve and simulate the system of equations developed. Results of numerical simulations are obtained using MATLAB.",https://dl.acm.org/ft_gateway.cfm?id=2980289&ftid=1808967&dwn=1&CFID=160864435&CFTOKEN=c2c713ca164e64e2-09C23F89-E07A-49C7-D508CF0C99C1F49B,https://dl.acm.org/citation.cfm?id=2980289&preflayout=flat,0.0,110,August 2016,Dynamic Model on DDoS Attack in Computer Network,ICIA-16: Proceedings of the International Conference on Informatics and Analytics
26,"Distributed Denial of Service (DDoS) attack brings revenue loss, productivity loss, reputation damage, theft, etc. to huge banking and business firms. This leads to the necessity of a good DDoS prevention and detection techniques. The paper aims to provide a better solution to these problems using features analysis. The statistical characteristics or parameters of the incoming packets viz. MTI (mean time intervals), POIP (probability of occurrence of IP), TTL (time to live), ACK value, SYN value, time stamp field, differentiated service field and sequence number are analyzed. The incoming packets are classified into normal and attack packets by deploying Naïve Bayes classifier algorithm using the attack and normal profile from previously available datasets. Information gain algorithm is used to decrease the computation time, memory usage and increase efficiency of detection by reducing the number of parameters. The performance increases with more consistency after the application of information gain. The efficiencies of detection before and after the application of information gain are 98% and 99.5% respectively. The computation time is also reduced by 46.6%. In the paper, we use CAIDA 2008 and CAIDA anonymous trace 2015 datasets for feature selection and classification.",https://dl.acm.org/ft_gateway.cfm?id=2980379&ftid=1808935&dwn=1&CFID=160864435&CFTOKEN=c2c713ca164e64e2-09C23F89-E07A-49C7-D508CF0C99C1F49B,https://dl.acm.org/citation.cfm?id=2980379&preflayout=flat,0.0,153,August 2016,Distributed denial of service attack detection using Naive Bayes Classifier through Info Gain Feature Selection,ICIA-16: Proceedings of the International Conference on Informatics and Analytics
