,abstract,link4download,links,num_citations,num_downloads_cu,publication_date,title,venue
10,"In this paper, we present the core security architecture of SecureSafe, a cloud service that provides a highly secure online storage for sensitive data. The architecture combines best practices in cryptography and security protocols with novel approaches to offer high security while providing good usability and performance. More than two years of successful operation with many satisfied customers and no security incidents demonstrate the soundness of the architecture. In addition to granting insight into the security architecture of a field-proven service to provide inputs for other services that have similar requirements, there's another motivation for this paper: We believe that to increase trust in cloud services, service providers should be more open about internal security details -- although this is in contrast to what typical cloud service providers do today.",https://dl.acm.org/ft_gateway.cfm?id=2181197&ftid=1198535&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2181197&preflayout=flat,0,261,April 2012,SecureSafe: a highly secure online data safe industrial use case,"MPM '12: Proceedings of the First Workshop on Measurement, Privacy, and Mobility"
11,"In modern days, use of service-oriented architecture (SoA) is becoming popular due to the use of public cloud. A cloud can provide storage services, computing services and infrastructure without any capital or operational expenditure. From a single user to a multi-national million dollar business can easily receive several types of services from a public cloud. There are numerous cloud providers in the market. Among the prominent ones, such as Amazon AWS, Google Cloud Platform (GCP), and Microsoft Azure etc. GCP offers a wide array of services for many organizations and individuals around the world like other cloud providers. However, the question is, all those data, confidential information, intellectual property of individual or industries safe enough? Information has become the most expensive commodity in modern days. A government can be shutdown, a transport system can be disabled, annoying spam calls, phishing emails, cyber bullying and more security threats exist around us. Can we trust a public service provider? Hence, our initiative aims at investigating that GCP is secure from inside attackers. Why we chose inside attackers? Well the idea is to check if GCP can detect and ignore an attack launched internally. In this case, it should be secure enough to prevent from outsiders as well. The research investigation would involve Distributed Denial of Service (DDoS) attacks against a local virtual machine (VM) launched from GCP. There is a broad spectrum of VMs available in GCP compute engine service.",https://dl.acm.org/ft_gateway.cfm?id=3363371&ftid=2094291&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3363371&preflayout=flat,0,28,November 2019,Google cloud platform security,SEC '19: Proceedings of the 4th ACM/IEEE Symposium on Edge Computing
12,"In 2038 we have lived though a decade during which the world's global computational infrastructure undermined privacy and trust in virtually every aspect of our lives. The problems were seen far in advance, but it was commonplace belief that a combination of cryptography and more distributed responsibilty in systems---'blockchains for everything, and all hail the cloud'---would together restore what had been lost in the first decades of the 21st century. As it turned out, it was these very technologies that ended up destroying the privacy and trust we had left.",https://dl.acm.org/ft_gateway.cfm?id=3285012&ftid=2040205&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3285012&preflayout=flat,0,54,August 2018,After the BlockCLoud Apocalypse,NSPW '18: Proceedings of the New Security Paradigms Workshop
13,"Cloud Computing is the latest technology that has come to the center-stage because of its ability to achieve economies of scale, quite like mass-production. However, shifting to Cloud comes with certain strings attached, especially security concerns associated with outsourcing critical data and processing to a third party. One way to tackle the security issues can be approaching it using Quantum Computing, which itself is a highly researched area with huge expectations from the researchers. So far, the two fields (viz. Cloud Computing and Quantum Computing), have been researched independent of each other. The paper explains why they should be integrated. The paper presents quantum cryptographic protocols and studies their application in enhancing Cloud security, particularly Network security and Data security. Further, it outlines the work that can be done and finally, seeks to identify possible research directions.",https://dl.acm.org/ft_gateway.cfm?id=2818672&ftid=1633346&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2818672&preflayout=flat,0,360,September 2015,A Study on Quantum Cryptography Based Security Management in Cloud,ICCCT '15: Proceedings of the Sixth International Conference on Computer and Communication Technology 2015
14,"In this poster, we present TrustDraw, a transparent security extension for the cloud which combines Virtual Machine Introspection (VMI) and Trusted Computing (TC). TrustDraw provides secure storage of critical data like keys or passwords and allows to temporarily insert this data into a running virtual machine (VM) if required. TrustDraw improves security by allowing access to the critical data only if certain previously defined conditions are met. This way, the stealing of critical data by bypassing access permissions based on successfully executed attacks can be mitigated. TrustDraw runs isolated and transparent. No software modifications are required on a target VM. We evaluated an implementation of TrustDraw in a realistic scenario in which it only caused an acceptable run-time delay.",https://dl.acm.org/ft_gateway.cfm?id=2512506&ftid=1411953&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2512506&preflayout=flat,0,324,November 2013,POSTER: Event-based isolation of critical data in the cloud,CCS '13: Proceedings of the 2013 ACM SIGSAC conference on Computer & communications security
15,"Enterprises continue to migrate their services to the cloud on a massive scale, but the increasing attack surface has become a natural target for malevolent actors. We show policy injection, a novel algorithmic complexity attack that enables a tenant to add specially tailored ACLs into the data center fabric to mount a denial-of-service attack through exploiting the built-in security mechanisms of the cloud management systems (CMS). Our insight is that certain ACLs, when fed with special covert packets by an attacker, may be very difficult to evaluate, leading to an exhaustion of cloud resources. We show how a tenant can inject seemingly harmless ACLs into the cloud data plane to abuse an algorithmic deficiency in the most popular cloud hypervisor switch, Open vSwitch, and reduce its effective peak performance by 80--90%, and, in certain cases, denying network access altogether.",https://dl.acm.org/ft_gateway.cfm?id=3234250&ftid=1992994&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3234250&preflayout=flat,2,158,August 2018,Policy Injection: A Cloud Dataplane DoS Attack,SIGCOMM '18: Proceedings of the ACM SIGCOMM 2018 Conference on Posters and Demos
16,"A consolidated trend in designing cloud-based applications is to make use of a reactive microservice architecture, which allows to divide an application in several well-partitioned software units with specific responsibilities. Such an architecture perfectly fits in cloud environments, ensuring a number of advantages (i.e., high availability and scalability, ease of deployment and development). However, the new way of designing cloud applications introduces challenging security threats. Besides the difficulty in monitoring security of the overall distributed application, an important aspect of concern relates to the risk of break the chain of trust established among the different microservices belonging to the application. That is, a compromised single microservice may bring down the other related ones.",https://dl.acm.org/ft_gateway.cfm?id=3105820&ftid=1899464&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3105820&preflayout=flat,0,217,August 2017,Integrating Reactive Cloud Applications in SERECA,"ARES '17: Proceedings of the 12th International Conference on Availability, Reliability and Security"
17,"The convergence of virtualization with Cloud computing has brought many benefits to organizations including ease of deployment, reduced costs and high availability of resources over internet. Extensive research has been carried out to increase the security of Cloud virtualization environment. However, addressing the security concerns of disk images used by virtual machines is still an open challenge. Compromising the disk images can result in loss of data integrity and confidentiality. This paper proposes a novel security scheme ""Encrypted Virtual Disk Images in Cloud (EVDIC)"" for the protection of stored disk images in Cloud by encryption. EVDIC also includes the security of key management and key exchange process. We integrate EVDIC with OpenStack, which is an open source Cloud platform largely used around the world.",https://dl.acm.org/ft_gateway.cfm?id=2523576&ftid=1418932&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2523576&preflayout=flat,4,419,November 2013,Securing the virtual machine images in cloud computing,SIN '13: Proceedings of the 6th International Conference on Security of Information and Networks
18,"Virtual Routers (VRs) are increasingly common in cloud environments. VRs route traffic between network segments and support network services. Routers, including VRs, have been the target of several recent high-profile attacks, emphasizing the need for more security measures, including security monitoring. However, existing agent-based monitoring systems are incompatible with a VR's temporary nature, stripped-down operating system, and placement in the cloud. As a result, VRs are often not monitored, leading to undetected security incidents.",https://dl.acm.org/ft_gateway.cfm?id=3064829&ftid=1865398&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3064829&preflayout=flat,1,111,April 2017,Arav: monitoring a cloud's virtual routers,CISRC '17: Proceedings of the 12th Annual Conference on Cyber and Information Security Research
19,"Though there has been much study of information leakage channels exploiting shared hardware resources (memory, cache, and disk) in cloud environments, there has been less study of the exploitability of shared software resources. In this paper, we analyze the exploitability of cloud networking services (which are shared among cloud tenants) and introduce a practical method for building information leakage channels by monitoring workloads on the cloud networking services through the virtual firewall. We also demonstrate the practicality of this attack by implementing two different covert channels in OpenStack as well as a new class of side channels that can eavesdrop on infrastructure-level events. By utilizing a Long Short-Term Memory (LSTM) neural network model, our side channel attack could detect infrastructure level VM creation/termination events with 93.3% accuracy.",https://dl.acm.org/ft_gateway.cfm?id=3267843&ftid=2006392&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3267843&preflayout=flat,0,115,October 2018,I Heard It through the Firewall: Exploiting Cloud Management Services as an Information Leakage Channel,SoCC '18: Proceedings of the ACM Symposium on Cloud Computing
20,"Cloud computing is an emerging service that enables users to store and manage their data easily at a low cost. We propose a Deduplicating Secure Backup System with Encryption Intensity Selection (DSB-SEIS) that combines features to amend security and performance of cloud-based backup services. Our scheme introduces the concept of encryption intensity selection to cloud backup systems, which allows users to select the encryption intensity of their files. We also combine features such as deduplication, assured deletion, and multi-aspect awareness to further enhance our scheme. The DSB-SEIS performance is measured over an OpenStack cloud installed on CloudLab resources demonstrating that DSB-SEIS can improve the backup service.",https://dl.acm.org/ft_gateway.cfm?id=2955208&ftid=1759050&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2955208&preflayout=flat,0,109,July 2016,DSB-SEIS: a deduplicating secure backup system with encryption intensity selection,DCC '16: Proceedings of the 4th Workshop on Distributed Cloud Computing
21,"Cloud computing has many commercial advantages; however, companies tend to avoid trusting cloud service providers (CSPs) with their sensitive data because of the associated risks. Cloud infrastructures can be vulnerable due to a single flaw in any node with networking, computing, storage and authentication services capabilities, which can result in the exposure of vulnerabilities with severe consequences. This paper reviews various recent articles and determines the most prominent security challenges. The paper also includes the critical analysis of existing solutions to determine their limitations. Using these identified limitations, a multi-layered security framework is proposed that can be integrated within cloud components to resolve data, virtualization, access control, insiders and service unavailability challenges. A theoretical evaluation of the framework is also conducted to explore its benefits.",https://dl.acm.org/ft_gateway.cfm?id=3148098&ftid=1930453&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3148098&preflayout=flat,0,143,December 2017,A Multi-layered Cloud Protection Framework,UCC '17 Companion: Companion Proceedings of the10th International Conference on Utility and Cloud Computing
22,"Cloud storage platforms promise a convenient way for users to share files and engage in collaborations, yet they require all files to have a single owner who unilaterally makes access control decisions. Existing clouds are, thus, agnostic to shared ownership. This can be a significant limitation in many collaborations because, for example, one owner can delete files and revoke access without consulting the other collaborators.",https://dl.acm.org/ft_gateway.cfm?id=2752972&ftid=1587460&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2752972&preflayout=flat,4,126,June 2015,Commune: Shared Ownership in an Agnostic Cloud,SACMAT '15: Proceedings of the 20th ACM Symposium on Access Control Models and Technologies
23,"The popularity of long-tail search engine optimization (SEO) brings with new security challenges: incidents of long-tail keyword poisoning to lower competition and increase revenue have been reported. The emergence of cloud web hosting services provides a new and effective platform for long-tail SEO spam attacks. There is growing evidence that large-scale long-tail SEO campaigns are being carried out on cloud hosting platforms because they offer low-cost, high-speed hosting services. In this paper, we take the first step toward understanding how long-tail SEO spam is implemented on cloud hosting platforms. After identifying 3,186 cloud directories and 318,470 doorway pages on the leading cloud platforms for long-tail SEO spam, we characterize their abusive behavior. One highlight of our findings is the effectiveness of the cloud-based long-tail SEO spam, with 6% of the doorway pages successfully appearing in the top 10 search results of the poisoned long-tail keywords.",https://dl.acm.org/ft_gateway.cfm?id=2883008&ftid=1707590&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2883008&preflayout=flat,5,220,April 2016,Characterizing Long-tail SEO Spam on Cloud Web Hosting Services,WWW '16: Proceedings of the 25th International Conference on World Wide Web
24,"The DevOps paradigm means that development and operations for an organisation blend together. For security, this implies that information on detected attacks can be fed back to the development, enabling faster eradication of vulnerabilities in software. This is particularly important in cloud installations, where release cycles can be less than a day. This paper argues that DevOps can be employed for overall improved software security.",https://dl.acm.org/ft_gateway.cfm?id=3103172&ftid=1899487&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3103172&preflayout=flat,2,224,August 2017,DevOps for Better Software Security in the Cloud Invited Paper,"ARES '17: Proceedings of the 12th International Conference on Availability, Reliability and Security"
25,"There is an increasing use of cloud computing in information technology (IT) with the widening scope of cloud computing. However, some service owners are reluctant to adopt cloud computing because the associated security technologies have not yet matured. Cloud service providers need to invest in security to improve the use of cloud computing. Additionally, research on the security investment in cloud computing is still in its early stages; due to the lack of related work, most companies or organizations should not provide an unlimited budget for security investment. Therefore, we devised an optimal investment scheme for constructing cloud security services that considers budget and the features of cloud computing services. This scheme includes an evaluation of security vulnerabilities concerning potential security attacks, and we performed an evaluation of a security investment strategy based on attack tree map (ATM) that analyze cloud security threat and vulnerabilities. Finally, we demonstrated the proposed scheme by examining two case studies using different security investment strategies.",https://dl.acm.org/ft_gateway.cfm?id=3022319&ftid=1843755&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3022319&preflayout=flat,0,56,January 2017,An optimal investment scheme based on ATM considering cloud security environment,IMCOM '17: Proceedings of the 11th International Conference on Ubiquitous Information Management and Communication
26,"Various classifications have been proposed to describe and organize the cloud security landscape. While some are inherited from general security concepts like security attributes (confidentiality, integrity, and availability), others are based on cloud specific characteristics such as cloud service models and stakeholders' roles. Despite the extensive body of research on developing classifications for cloud computing security, a study on the principles and dimensions of these classifications have largely escaped rigorous analysis. This paper presents a comprehensive survey of the existing cloud computing security classifications, taxonomies, and ontologies. We explore their strengths, limitations, and effective use in an attempt to draw the general properties for a holistic framework that can provide a comprehensive view of cloud computing security and help better understand this evolving field. Researchers may find in this paper a road map and an overview of what exists in terms of cloud security classifications, taxonomies, and ontologies.",https://dl.acm.org/ft_gateway.cfm?id=3349487&ftid=2083654&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3349487&preflayout=flat,0,31,July 2019,"Comparative Analysis of Cloud Security Classifications, Taxonomies, and Ontologies",AICS 2019: Proceedings of the 2019 International Conference on Artificial Intelligence and Computer Science
27,"Speculative execution attacks, such as Meltdown, Spectre, and Foreshadow, exploit performance optimization features in modern processors and micro-architectural side channels to breach the confidentiality of computer systems. Although few incidences have been reported in the wild, their very existence imperils the promise of strong security isolation of cloud computing. This panel will invite experts from both academia and industry to discuss the impacts of speculative execution attacks on the cloud industry. The aim of the panel is to understand the state of the art of academic research and industry practice, and to explore future academic research directions and industry best practices.",https://dl.acm.org/ft_gateway.cfm?id=3360287&ftid=2096282&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3360287&preflayout=flat,0,1,November 2019,Speculative Execution Attacks and Cloud Security,CCSW'19: Proceedings of the 2019 ACM SIGSAC Conference on Cloud Computing Security Workshop
28,"Cloud computing has been a great enabler for both the Internet of Things and Big Data. However, as with all new computing developments, development of the technology is usually much faster than consideration for, and development of, solutions for security and privacy. In a previous paper, we proposed that a unikernel solution could be used to improve security and privacy in a cloud scenario. In this paper, we outline how we might apply this approach to the Internet of Things, which can demonstrate an improvement over existing approaches.",https://dl.acm.org/ft_gateway.cfm?id=3007875&ftid=1821081&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3007875&preflayout=flat,4,195,December 2016,Enterprise IoT security and scalability: how unikernels can improve the status Quo,UCC '16: Proceedings of the 9th International Conference on Utility and Cloud Computing
29,"Virtualization is the cornerstone of the developing third party compute industry, allowing cloud providers to instantiate multiple virtual machines (VMs) on a single set of physical resources. Customers utilize cloud resources alongside unknown and untrusted parties, creating the ",https://dl.acm.org/ft_gateway.cfm?id=2381915&ftid=1296225&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2381915&preflayout=flat,16,601,October 2012,Detecting co-residency with active traffic analysis techniques,CCSW '12: Proceedings of the 2012 ACM Workshop on Cloud computing security workshop
30,"Self-protection has recently raised growing interest as possible element of answer to the cloud computing infrastructure protection challenge. Faced with multiple threats and heterogeneous defense mechanisms, the autonomic approach proposes simpler, stronger, and more efficient cloud security management. Yet, previous solutions fall at the last hurdle as they overlook key features of the cloud, by lack of flexible security policies, cross-layered defense, multiple control granularities, and open security architectures. This paper presents VESPA, a self-protection architecture for cloud infrastructures overcoming such limitations. VESPA is policy-based, and regulates security at two levels, both within and across infrastructure layers. Flexible coordination between self-protection loops allows enforcing a rich spectrum of security strategies such as cross-layer detection and reaction. A multi-plane extensible architecture also enables simple integration of commodity detection and reaction components. Evaluation of a VESPA implementation shows that the design is applicable for effective and flexible self-protection of cloud infrastructures.",https://dl.acm.org/ft_gateway.cfm?id=2371564&ftid=1291762&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=2371564&preflayout=flat,3,466,September 2012,VESPA: multi-layered self-protection for cloud resources,ICAC '12: Proceedings of the 9th international conference on Autonomic computing
31,"Since its advent, the cloud computing has been largely adopted by many businesses owing to its numerous tempting benefits such as low-cost network computing and its huge capacity of storage. However, these features might play a double role, bringing about positive and negative effects. For instance, such paradigm might facilitate software piracy, illegal copying and other security issues like copyright violation of multimedia data. In this regards, the aim of this paper is to propose a scheme that will overcome the problem of copyright violation of multimedia data by proving the data ownership in the external private cloud using digital watermarking and Chebyshev cryptosystem.",https://dl.acm.org/ft_gateway.cfm?id=3232181&ftid=1993351&dwn=1&CFID=84020132&CFTOKEN=a6f8f8e912c797a3-8C549BFF-CC18-FBDE-FEB65C7292D379D9,https://dl.acm.org/citation.cfm?id=3232181&preflayout=flat,0,32,May 2018,Copyright Protection in the External Private Cloud using a Multi-Agent System and Chebyshev Polynomials,ICCMB '18: Proceedings of the 2018 International Conference on Computers in Management and Business
